rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id
34,1,00:14:34,26238.0,14,20,An Se Young,1,發長球,0,0,2.0,7,,,1.0,9,105.68623489972975,181.1732310181473,,,,,8.0,0.20548277265200038,0.8912904995269594,8.0,-0.6985445720350593,-1.0368123543002978,0,1,52,4246
34,2,00:14:36,26295.0,14,20,Akane YAMAGUCHI,2,切球,0,0,1.0,9,520.0,390.0,2.0,5,254.98843028106538,622.6879758041317,,,,,9.0,-0.6444172745198263,-1.5367086024237449,8.0,0.09699503431464646,0.9309793597229815,0,1,52,4246
34,3,00:14:37,26316.0,14,20,An Se Young,2,網前球,0,0,2.0,5,806.0,569.0,2.0,7,144.28237853892142,419.2254024951608,,,,,8.0,0.6393523793503024,1.0187493549764817,8.0,-0.14545845584798067,-1.35755213816758,0,1,52,4246
34,4,00:14:38,26346.0,14,20,Akane YAMAGUCHI,2,挑球,0,0,2.0,7,578.0,476.0,1.0,3,255.98899553118252,765.0975564338664,,,,,7.0,-0.15956503436395747,-0.4972490542228985,8.0,0.12002646484182798,0.9012528061365052,0,1,52,4246
34,5,00:14:39,26382.0,14,20,An Se Young,2,殺球,0,0,1.0,3,824.0,649.0,2.0,6,286.5638863185872,277.8147373735593,,,,,9.0,0.7257166433850866,1.552937985557061,8.0,0.032873096807487324,-0.8728700012486866,0,1,52,4246
34,6,00:14:39,26397.0,14,20,Akane YAMAGUCHI,2,接殺防守,0,1,2.0,6,833.0,422.0,2.0,1,288.85290225837576,541.1129135775187,,,,,8.0,0.08791008781240559,-0.9016785967586083,9.0,0.856725198137664,1.5527646709361627,0,1,52,4246
34,7,00:14:40,26425.0,14,20,An Se Young,3,網前球,0,0,2.0,1,867.0,529.0,2.0,7,146.63898867189312,499.0984059654831,掛網,對手掛網,B,,1.0,1.0921801410267455,0.6033876639775091,8.0,0.3921590219777346,-0.7716232899880598,0,1,52,4246
35,1,00:14:53,26811.0,15,20,Akane YAMAGUCHI,1,發長球,0,0,2.0,7,,,1.0,9,240.90060382862563,776.4629008939595,,,,,8.0,-0.14366071405161498,-0.7590429292035686,8.0,0.5409670827201299,1.2445827109170864,0,1,52,4247
35,2,00:14:55,26872.0,15,20,An Se Young,2,切球,0,0,1.0,9,790.0,656.0,2.0,2,285.40966114590174,377.36342451170606,,,,,9.0,0.6106513793168329,1.6866129512853085,8.0,0.012325862146477592,-0.9603764512796227,0,1,52,4247
35,3,00:14:56,26899.0,15,20,Akane YAMAGUCHI,2,挑球,0,1,2.0,2,841.0,459.0,1.0,3,278.1918578214321,773.1238573143905,,,,,6.0,0.9529032037464426,-0.7558390490105138,8.0,0.45873408486932576,1.152021073399356,0,1,52,4247
35,4,00:14:57,26931.0,15,20,An Se Young,2,切球,0,0,1.0,3,877.0,654.0,2.0,1,80.83342859966321,421.3841166875821,,,,,8.0,0.8269943443124241,1.4843487157995383,8.0,0.325230171241949,-0.8002329291249154,0,1,52,4247
35,5,00:14:58,26961.0,15,20,Akane YAMAGUCHI,2,挑球,0,0,2.0,1,458.0,477.0,1.0,4,94.90017575191652,767.2291338092614,,,,,8.0,-0.8548803779531249,-0.5802858182640959,8.0,0.16755420733309387,1.0955856845664027,0,1,52,4247
35,6,00:14:59,26997.0,15,20,An Se Young,2,殺球,0,0,1.0,4,450.0,650.0,2.0,6,266.2466064330806,313.8088833824744,,,,,9.0,-0.7700302089139845,1.6307698724899389,8.0,-0.6777817064281682,-0.9333010377894192,0,1,52,4247
35,7,00:15:00,27017.0,15,20,Akane YAMAGUCHI,3,接殺防守,0,1,2.0,6,800.0,435.0,2.0,1,276.30030393736536,492.71639334600377,掛網,對手掛網,A,,8.0,0.6850483566379949,-0.8997768072008387,8.0,-0.6886352462788197,1.4861630519540394,0,1,52,4247
36,1,00:15:17,27519.0,15,21,An Se Young,1,發長球,0,0,2.0,7,,,1.0,9,238.50695278611107,179.38543412380133,,,,,8.0,-0.10209114500190118,0.8713397692693151,8.0,0.5585651812929789,-1.1074780471324772,0,1,52,4248
36,2,00:15:19,27577.0,15,21,Akane YAMAGUCHI,2,切球,0,0,1.0,9,743.0,389.0,2.0,5,284.7421926981163,605.0035508916308,,,,,9.0,0.6957477122023837,-1.5145838564505238,8.0,0.3578091360784219,0.9210521427168773,0,1,52,4248
36,3,00:15:19,27598.0,15,21,An Se Young,2,挑球,0,0,2.0,5,867.0,560.0,1.0,8,119.53074359762371,250.6084913259321,,,,,8.0,0.8474450134958456,0.8912219770532376,8.0,0.4911492111088104,-1.3234564459353477,0,1,52,4248
36,4,00:15:20,27624.0,15,21,Akane YAMAGUCHI,3,殺球,0,0,1.0,8,540.0,413.0,2.0,4,68.05885068278683,808.5988843217403,對手落地致勝,落地致勝,B,,8.0,-0.3620718604277852,-1.1869371598771108,8.0,0.38704098654231006,1.0284920995210218,0,1,52,4248
1,1,00:17:36,31688.0,0,1,Akane YAMAGUCHI,1,發長球,0,0,2.0,7,,,1.0,9,155.65633785983414,169.14811389385378,,,,,8.0,0.2420082054187775,0.8006841126650285,8.0,-0.5030490489073163,-1.3273955366912973,0,2,52,4249
1,2,00:17:38,31748.0,0,1,An Se Young,2,長球,0,0,1.0,9,604.0,386.0,1.0,3,274.7950158592064,785.9112126670469,,,,,9.0,-0.284430154404229,-1.4539666452653073,8.0,0.1179256289139454,1.0670161683713026,0,2,52,4249
1,3,00:17:39,31782.0,0,1,Akane YAMAGUCHI,2,殺球,0,0,1.0,3,871.0,662.0,2.0,6,264.8714088371875,269.1131392514317,,,,,3.0,0.9792569071192014,1.5356031027138386,8.0,0.046881699448342036,-0.9602626885915564,0,2,52,4249
1,4,00:17:39,31797.0,0,1,An Se Young,2,接殺防守,0,1,2.0,6,794.0,419.0,2.0,7,198.38068741560224,527.9831882088686,,,,,8.0,0.012332952085667957,-1.0046509593924238,3.0,1.059080846431329,1.526974269875901,0,2,52,4249
1,5,00:17:40,31826.0,0,1,Akane YAMAGUCHI,2,網前球,0,0,2.0,7,683.0,523.0,2.0,2,269.10792820279283,434.3699519755931,,,,,7.0,0.10060981476209636,0.570930164988057,8.0,0.11524779367569758,-0.8870816277085266,0,2,52,4249
1,6,00:17:42,31860.0,0,1,An Se Young,2,挑球,0,1,2.0,2,816.0,482.0,1.0,3,287.57723819102625,773.0930807251996,,,,,7.0,0.8936924107035966,-0.46794023472785834,8.0,0.14383147793274084,0.8310950439715606,0,2,52,4249
1,7,00:17:43,31894.0,0,1,Akane YAMAGUCHI,2,長球,0,0,1.0,3,899.0,654.0,1.0,6,284.9430723644324,222.5455909440347,,,,,5.0,0.98753939176728,1.4233036759800495,8.0,0.37281841149192607,-0.800090168627419,0,2,52,4249
1,8,00:17:44,31923.0,0,1,An Se Young,2,長球,1,0,1.0,6,825.0,403.0,1.0,5,260.7777747810629,740.2621105256937,,,,,8.0,0.6964978857329225,-1.0768763903500231,8.0,0.5409670827201299,1.2445827109170864,0,2,52,4249
1,9,00:17:45,31956.0,0,1,Akane YAMAGUCHI,3,殺球,0,0,1.0,5,832.0,634.0,2.0,6,290.5022122410168,216.60353692411215,對手落地致勝,落地致勝,B,,8.0,0.8760505438861812,1.370515533919588,8.0,-0.0018657238877937783,-1.2784038284737294,0,2,52,4249
2,1,00:17:59,32376.0,0,2,Akane YAMAGUCHI,1,發長球,0,0,2.0,7,,,1.0,9,238.877628509904,166.8525276236888,,,,,8.0,0.0004092913035119581,0.6872680553776908,8.0,0.6723517627599851,-1.1373550662012386,0,2,52,4250
2,2,00:18:01,32432.0,0,2,An Se Young,3,長球,0,0,1.0,9,743.0,385.0,2.0,10,316.6700988806689,781.0005336765059,出界,對手出界,B,,9.0,0.7309860391673835,-1.4981788792539523,8.0,0.19553114958130097,1.0860639085154162,0,2,52,4250
3,1,00:18:13,32799.0,1,2,Akane YAMAGUCHI,1,發長球,0,0,2.0,7,,,1.0,9,123.06933264826606,184.45644869634782,,,,,8.0,0.21614656007175087,0.6768744853642357,8.0,-0.5120720055957891,-1.2182780401098003,0,2,52,4251
3,2,00:18:15,32859.0,1,2,An Se Young,2,長球,0,0,1.0,9,549.0,391.0,1.0,4,94.04011347522618,775.3431105077705,,,,,9.0,-0.557333075879863,-1.4069497676170055,8.0,-0.027291215748389473,1.0092906822277612,0,2,52,4251
3,3,00:18:16,32892.0,1,2,Akane YAMAGUCHI,2,長球,0,0,1.0,4,447.0,655.0,1.0,3,84.32002241899306,184.07307059134115,,,,,8.0,-0.5416947898627075,1.3808054207630072,8.0,-0.48580046385657394,-1.1112019727268814,0,2,52,4251
3,4,00:18:17,32930.0,1,2,An Se Young,2,切球,0,0,1.0,3,484.0,391.0,2.0,1,263.9735624805837,584.8868610814541,,,,,3.0,-0.961914634367149,-1.4086116095127277,8.0,-0.16982669486523466,1.1711010166167746,0,2,52,4251
3,5,00:18:18,32950.0,1,2,Akane YAMAGUCHI,2,挑球,0,0,2.0,1,821.0,550.0,1.0,6,262.06003357931104,213.3303970372458,,,,,8.0,0.6875168414389987,0.8310971055784933,8.0,-0.8161162296745667,-1.2972064199211883,0,2,52,4251
3,6,00:18:19,32973.0,1,2,An Se Young,2,切球,0,1,1.0,6,785.0,400.0,2.0,1,269.98325767073027,525.9675612680503,,,,,8.0,0.47960429151229444,-1.0626407710402976,8.0,0.48318855232238334,1.0091256574221763,0,2,52,4251
3,7,00:18:19,32999.0,1,2,Akane YAMAGUCHI,2,網前球,0,0,2.0,1,827.0,522.0,2.0,2,274.2134731285124,446.355875274614,,,,,7.0,0.9062415901279832,0.5283043388275873,8.0,0.4393087329335876,-0.929683518717705,0,2,52,4251
3,8,00:18:20,33027.0,1,2,An Se Young,2,挑球,0,1,2.0,2,827.0,487.0,1.0,8,111.92573676623988,750.6981278657444,,,,,7.0,0.784087811794167,-0.4949453395529533,8.0,0.5642769805511517,0.790524939883238,0,2,52,4251
3,9,00:18:21,33058.0,1,2,Akane YAMAGUCHI,2,長球,1,0,1.0,8,491.0,640.0,1.0,9,239.601793739426,182.50747721675762,,,,,8.0,0.10423975097432092,1.290490128884701,8.0,0.10052558335233572,-0.7724829462631835,0,2,52,4251
3,10,00:18:23,33090.0,1,2,An Se Young,2,長球,1,0,1.0,9,745.0,390.0,1.0,3,263.28756298599154,765.0749485169542,,,,,8.0,0.17563601823100397,-1.2466141522885847,8.0,-0.08054088717418213,1.2724684967335993,0,2,52,4251
3,11,00:18:24,33131.0,1,2,Akane YAMAGUCHI,2,切球,0,0,1.0,3,841.0,649.0,2.0,5,86.93408941633146,358.0976084938955,,,,,9.0,0.8807562237383398,1.6200248546197156,8.0,0.19146199434316788,-0.9304861308179625,0,2,52,4251
3,12,00:18:25,33152.0,1,2,An Se Young,2,推撲球,0,0,2.0,5,475.0,452.0,1.0,6,94.63140599545795,675.6290902101767,,,,,8.0,-0.6392379466692435,-0.7604908795272488,8.0,0.5275212165743686,1.3708598505372322,0,2,52,4251
3,13,00:18:25,33174.0,1,2,Akane YAMAGUCHI,3,切球,0,1,1.0,6,460.0,597.0,2.0,7,208.50810629377995,490.2464876636781,掛網,對手掛網,A,,8.0,-0.719878707658118,1.1900893055019732,8.0,-0.6179894172051595,-0.7462955442922331,0,2,52,4251
4,1,00:18:41,33652.0,2,2,An Se Young,1,發長球,0,0,2.0,7,,,1.0,4,69.03206280111306,786.6449289693162,,,,,8.0,0.1356560073172018,-0.8725481225942096,8.0,-0.5746182659794892,1.3719486683470048,0,2,52,4252
4,2,00:18:42,33687.0,2,2,Akane YAMAGUCHI,2,殺球,0,0,1.0,4,387.0,662.0,2.0,5,94.04073632126047,331.6076611026619,,,,,4.0,-1.0494709161140843,1.5722767753987459,8.0,-0.267395899678122,-1.080260035254142,0,2,52,4252
4,3,00:18:43,33703.0,2,2,An Se Young,2,接殺防守,0,0,2.0,5,490.0,442.0,1.0,8,208.16903059403586,684.5891804908472,,,,,8.0,-0.7190105992740106,-0.8319899075620553,6.0,-0.9393299452653556,1.434175344902241,0,2,52,4252
4,4,00:18:44,33724.0,2,2,Akane YAMAGUCHI,2,殺球,0,0,1.0,8,709.0,602.0,2.0,8,248.01365670989668,263.24768023502907,,,,,8.0,0.12261395359029782,1.133432379601868,8.0,-0.40726537242418304,-0.9032556511339598,0,2,52,4252
4,5,00:18:44,33737.0,2,2,An Se Young,2,接殺防守,0,1,2.0,8,764.0,417.0,2.0,1,281.0482570148854,515.0427181959311,,,,,8.0,-0.3014988513668615,-1.0503851362083438,8.0,0.7128724778906343,1.0090514065947513,0,2,52,4252
4,6,00:18:45,33763.0,2,2,Akane YAMAGUCHI,2,網前球,0,0,2.0,1,848.0,517.0,2.0,1,74.74147791847913,406.53603966276563,,,,,1.0,0.9841830903149821,0.4630556969935859,8.0,0.01918951229120996,-0.9018974607634004,0,2,52,4252
4,7,00:18:46,33792.0,2,2,An Se Young,2,挑球,0,0,2.0,1,448.0,471.0,2.0,8,123.69413766950714,682.8862462034598,,,,,8.0,-0.7648970702268257,-0.5392258056897781,7.0,0.39769245276965826,0.655956590293302,0,2,52,4252
4,8,00:18:47,33826.0,2,2,Akane YAMAGUCHI,2,長球,0,0,2.0,8,523.0,601.0,1.0,8,134.17345400524002,233.10086360495126,,,,,8.0,-0.4841403542211919,1.2636686571289324,8.0,-0.4597177421241665,-1.1566925402845005,0,2,52,4252
4,9,00:18:48,33847.0,2,2,An Se Young,2,殺球,0,0,1.0,8,566.0,407.0,2.0,5,269.1014929892331,655.1183418413416,,,,,8.0,-0.41216926946478233,-1.2024904539556391,8.0,-0.18235793591296448,1.1052477701872399,0,2,52,4252
4,10,00:18:48,33864.0,2,2,Akane YAMAGUCHI,2,接殺防守,0,0,2.0,5,840.0,586.0,1.0,4,254.53172345778646,163.85768459387268,,,,,8.0,0.2768147121184103,1.152127635828867,8.0,-0.3707508301679118,-1.0356886870058777,0,2,52,4252
4,11,00:18:49,33896.0,2,2,An Se Young,2,長球,0,0,1.0,4,769.0,384.0,1.0,3,287.932492946129,768.2462531873704,,,,,8.0,0.6312058181374679,-1.275950171221981,8.0,0.5690364898756332,1.0668224888172186,0,2,52,4252
4,12,00:18:51,33937.0,2,2,Akane YAMAGUCHI,2,切球,0,0,1.0,3,899.0,651.0,2.0,2,284.2297280084457,369.6522984877668,,,,,3.0,1.1745994998907623,1.5268268695299223,8.0,0.26793529425280144,-0.9595349489934083,0,2,52,4252
4,13,00:18:52,33964.0,2,2,An Se Young,2,挑球,0,1,2.0,2,838.0,456.0,1.0,3,286.22094153674544,768.2516795985148,,,,,6.0,1.0648281936248283,-0.727371344713896,8.0,0.6477982585199635,1.2718812819070398,0,2,52,4252
4,14,00:18:53,34005.0,2,2,Akane YAMAGUCHI,3,長球,0,0,1.0,3,895.0,651.0,2.0,10,311.70402655511396,148.5487697740589,出界,對手出界,A,,3.0,1.0812295074170568,1.5184023915160612,8.0,0.2617331501844966,-0.9890167691243651,0,2,52,4252
5,1,00:19:24,34935.0,3,2,An Se Young,1,發長球,0,0,2.0,7,,,1.0,3,288.09948255855403,760.1006187740464,,,,,8.0,-0.1304837815830032,-0.7873623790588281,8.0,0.6695388417436544,1.1331308717549173,0,2,52,4253
5,2,00:19:26,34991.0,3,2,Akane YAMAGUCHI,2,殺球,0,0,1.0,3,898.0,646.0,2.0,6,263.3649081587016,277.63297088393495,,,,,3.0,1.0673309329125353,1.5439967584629581,8.0,0.01233532871431568,-1.0194922805248703,0,2,52,4253
5,3,00:19:26,35007.0,3,2,An Se Young,2,接殺防守,0,1,2.0,6,792.0,422.0,2.0,7,226.33243428449381,523.6868095818617,,,,,8.0,-0.02892520837780648,-0.9020506984273062,8.0,0.8830272691554505,1.2534667985260206,0,2,52,4253
5,4,00:19:27,35035.0,3,2,Akane YAMAGUCHI,2,網前球,0,0,2.0,7,739.0,521.0,2.0,7,211.44802666734518,469.6062484821473,,,,,7.0,0.41609051841929245,0.506347768876898,8.0,0.12946504220829247,-0.9306868980511546,0,2,52,4253
5,5,00:19:28,35061.0,3,2,An Se Young,2,挑球,0,1,2.0,7,707.0,497.0,1.0,8,128.19329019508115,740.5989971900746,,,,,7.0,0.14622926825037383,-0.1592445452685697,7.0,0.24275172882540982,0.5495171653953488,0,2,52,4253
5,6,00:19:29,35089.0,3,2,Akane YAMAGUCHI,2,長球,0,0,1.0,8,529.0,634.0,1.0,9,248.60780070503966,179.48677673424908,,,,,8.0,-0.18127804065659556,1.1523959716082786,8.0,-0.06168586375979527,-0.6746675098370938,0,2,52,4253
5,7,00:19:30,35125.0,3,2,An Se Young,2,長球,1,0,1.0,9,760.0,389.0,1.0,3,278.84488519184697,763.3974102071586,,,,,8.0,0.33310145605288327,-1.2927193286599048,8.0,0.04514361967676935,1.142879734739152,0,2,52,4253
5,8,00:19:32,35168.0,3,2,Akane YAMAGUCHI,2,切球,0,0,1.0,3,877.0,648.0,2.0,6,258.9044199635462,316.4851521237148,,,,,3.0,1.0778119421945154,1.5439830565016994,8.0,0.11583291901046228,-0.9453628729083429,0,2,52,4253
5,9,00:19:32,35184.0,3,2,An Se Young,2,推撲球,0,1,2.0,6,787.0,436.0,1.0,8,124.59882896723875,668.2418574214379,,,,,8.0,0.07399091565828472,-0.872741235210236,8.0,0.7339866764030576,1.2168795021888255,0,2,52,4253
5,10,00:19:33,35203.0,3,2,Akane YAMAGUCHI,2,平球,1,0,1.0,8,526.0,593.0,1.0,5,94.81757470352555,323.51118170431386,,,,,8.0,0.22888750282857087,1.0860484186480133,8.0,0.06690397111562406,-0.8295909957035835,0,2,52,4253
5,11,00:19:33,35217.0,3,2,An Se Young,2,平球,0,0,1.0,5,492.0,439.0,1.0,6,76.12057625092307,634.3120841219143,,,,,8.0,-0.4981868240434836,-0.9327194484307455,8.0,-0.10486001358593663,1.086203402759642,0,2,52,4253
5,12,00:19:34,35233.0,3,2,Akane YAMAGUCHI,2,接殺防守,0,1,1.0,6,425.0,575.0,2.0,1,76.3438983792933,406.54392861904074,,,,,8.0,-0.8040610633637117,0.8814051589078117,5.0,-0.919730941102529,-0.9340845517646358,0,2,52,4253
5,13,00:19:35,35260.0,3,2,An Se Young,2,挑球,0,0,2.0,1,451.0,471.0,1.0,5,281.46096691504476,750.2292374109282,,,,,5.0,-0.9858904740078208,-0.6218007309519965,8.0,-0.5109182515755072,0.9112734611067422,0,2,52,4253
5,14,00:19:36,35298.0,3,2,Akane YAMAGUCHI,2,長球,0,0,1.0,5,881.0,640.0,1.0,6,271.85057121409085,216.43176417725218,,,,,8.0,0.9283688818125102,1.475589246725012,8.0,-0.2468336381746784,-0.8162291035228005,0,2,52,4253
5,15,00:19:37,35325.0,3,2,An Se Young,2,長球,1,0,1.0,6,802.0,401.0,1.0,8,244.3411307810918,736.932193550851,,,,,8.0,0.7362759372431945,-1.0467992437541394,8.0,0.45824147630401196,1.2629246433500825,0,2,52,4253
5,16,00:19:38,35365.0,3,2,Akane YAMAGUCHI,3,殺球,0,0,1.0,8,794.0,632.0,2.0,10,312.81762326377446,222.7985535696936,出界,對手出界,A,,9.0,0.8690286972098722,1.535745480854029,8.0,-0.06487617769075263,-1.1248413913170106,0,2,52,4253
6,1,00:19:54,35820.0,4,2,An Se Young,1,發長球,0,0,2.0,7,,,1.0,9,130.49675445227035,788.0128212542714,,,,,8.0,0.14916510910237465,-0.8580772625829433,8.0,-0.5111568714583565,1.180643100118654,0,2,52,4254
6,2,00:19:55,35870.0,4,2,Akane YAMAGUCHI,2,切球,0,0,1.0,9,531.0,663.0,2.0,1,91.49476401154384,399.12328376142665,,,,,9.0,-0.8513225540472745,1.5550242916853925,8.0,-0.06218207430248135,-0.7446860192587055,0,2,52,4254
6,3,00:19:56,35901.0,4,2,An Se Young,2,挑球,0,0,2.0,1,480.0,468.0,1.0,9,202.24958965519167,765.2640186924516,,,,,8.0,-0.7366695106772654,-0.6073803141131027,8.0,-0.24931777018103776,1.0957865477530457,0,2,52,4254
6,4,00:19:58,35944.0,4,2,Akane YAMAGUCHI,2,切球,0,0,1.0,9,699.0,649.0,2.0,2,252.21312635917585,399.94143873215046,,,,,9.0,0.1727201430666606,1.654313778063307,8.0,-0.09208757771329121,-1.0347334375823947,0,2,52,4254
6,5,00:19:58,35968.0,4,2,An Se Young,2,挑球,0,1,2.0,2,781.0,468.0,1.0,9,141.0071028837105,763.8193352304484,,,,,8.0,0.7571363619636843,-0.5761101480716594,8.0,0.14705201887011196,1.3265537233502716,0,2,52,4254
6,6,00:20:00,36002.0,4,2,Akane YAMAGUCHI,2,長球,0,0,1.0,9,557.0,648.0,1.0,3,80.24989305939813,199.4616590022608,,,,,8.0,-0.13260289364244182,1.4069268175664622,8.0,-0.04921485359450178,-0.8442994377220264,0,2,52,4254
6,7,00:20:01,36042.0,4,2,An Se Young,2,殺球,0,0,1.0,3,476.0,396.0,2.0,6,64.38092935740491,655.2476196721954,,,,,5.0,-0.9562578806809666,-1.344978426275994,8.0,-0.1318870502462065,1.1335726804939554,0,2,52,4254
6,8,00:20:02,36060.0,4,2,Akane YAMAGUCHI,2,接殺防守,0,1,2.0,6,397.0,586.0,1.0,1,91.77693552781007,440.830137958522,,,,,8.0,-0.08928987640192007,0.9898701753385737,5.0,-0.9650531694042768,-1.2045547267676477,0,2,52,4254
6,9,00:20:02,36079.0,4,2,An Se Young,3,推撲球,0,0,1.0,1,477.0,485.0,2.0,8,241.56270198309147,730.151180839136,對手落地致勝,落地致勝,A,,8.0,-0.8216169873656572,-0.746885215652056,6.0,-0.9014118478978855,0.7699268875851123,0,2,52,4254
7,1,00:20:17,36523.0,5,2,An Se Young,1,發長球,0,0,2.0,7,,,1.0,3,263.28756298599154,765.0749485169542,,,,,8.0,-0.12424051484030281,-0.8301744417819705,8.0,0.6735730556558771,1.1518952277440284,0,2,52,4255
7,2,00:20:19,36577.0,5,2,Akane YAMAGUCHI,3,殺球,0,0,1.0,3,841.0,649.0,2.0,10,305.52090105131606,246.35241418117883,出界,對手出界,A,,9.0,0.8392928737382781,1.5187072980286522,8.0,0.005486434188910732,-0.8154655550715498,0,2,52,4255
8,1,00:21:05,37964.0,5,3,An Se Young,1,發長球,0,0,2.0,7,,,1.0,9,123.73026533028148,776.8555758082844,,,,,8.0,0.1213389691795879,-0.81511497248477,8.0,-0.5503698925589302,1.1713369923603463,0,2,52,4256
8,2,00:21:07,38015.0,5,3,Akane YAMAGUCHI,2,長球,0,0,1.0,9,516.0,656.0,1.0,3,56.856837167294444,183.80135520190697,,,,,9.0,-0.6029951224898138,1.5631930290306457,8.0,-0.2958670648278744,-0.8594591519307766,0,2,52,4256
8,3,00:21:08,38057.0,5,3,An Se Young,2,長球,0,0,1.0,3,438.0,391.0,1.0,4,92.23226341270286,773.7336570047398,,,,,3.0,-1.313565720630137,-1.5069397039041574,8.0,-0.1825753749036518,1.0957543889826749,0,2,52,4256
8,4,00:21:09,38096.0,5,3,Akane YAMAGUCHI,2,長球,0,0,1.0,4,443.0,654.0,1.0,3,64.78513341249553,186.98473994406538,,,,,9.0,-0.8003373191809554,1.5379017458328945,8.0,-0.4969589772814536,-1.0510605226200271,0,2,52,4256
8,5,00:21:10,38129.0,5,3,An Se Young,2,長球,0,0,1.0,3,451.0,392.0,1.0,4,90.03028803812566,757.3953339708337,,,,,3.0,-1.216879286136674,-1.4256852848866999,8.0,-0.44552962339240243,1.1712719806596426,0,2,52,4256
8,6,00:21:12,38170.0,5,3,Akane YAMAGUCHI,2,切球,0,0,1.0,4,440.0,644.0,2.0,6,253.08123984816223,351.23922251298035,,,,,6.0,-0.8848298626637189,1.4428761438200628,8.0,-0.3969069008245161,-0.9912207393524582,0,2,52,4256
8,7,00:21:13,38193.0,5,3,An Se Young,2,挑球,0,1,2.0,6,779.0,449.0,1.0,5,256.2364512360704,726.7021980833968,,,,,8.0,0.6225319190854692,-0.7709442131731699,8.0,-0.5544625678893104,1.2728505904864729,0,2,52,4256
8,8,00:21:14,38225.0,5,3,Akane YAMAGUCHI,3,殺球,0,0,1.0,5,820.0,626.0,2.0,6,283.47196726478415,272.1131362687435,對手落地致勝,落地致勝,B,,8.0,0.7236424188653218,1.3972142777098593,8.0,0.1632701712888236,-0.8869299634010449,0,2,52,4256
9,1,00:21:26,38605.0,5,4,Akane YAMAGUCHI,1,發長球,0,0,2.0,7,,,1.0,9,240.1951847516573,182.51338937296418,,,,,8.0,-0.045872887564007876,0.7391693038179407,8.0,0.7114013685611204,-1.19829543883456,0,2,52,4257
9,2,00:21:28,38663.0,5,4,An Se Young,2,長球,0,0,1.0,9,746.0,390.0,1.0,8,249.4706009076566,748.6555638484676,,,,,9.0,0.7694595471801672,-1.5305655981696915,8.0,0.15810616161742427,0.9995259533140372,0,2,52,4257
9,3,00:21:29,38699.0,5,4,Akane YAMAGUCHI,2,殺球,0,0,1.0,8,807.0,639.0,2.0,5,84.19090186946701,273.3817526407234,,,,,9.0,0.9024275329702373,1.5186277310425478,8.0,0.15661332839150666,-0.9014597879628248,0,2,52,4257
9,4,00:21:30,38716.0,5,4,An Se Young,2,接殺防守,0,0,2.0,5,477.0,421.0,2.0,2,64.469379068834,570.2725276139823,,,,,8.0,-0.07753983524685906,-0.9606723018246738,5.0,1.013348297151393,1.298767081696487,0,2,52,4257
9,5,00:21:31,38751.0,5,4,Akane YAMAGUCHI,2,網前球,0,1,2.0,2,409.0,543.0,2.0,2,252.200698138064,439.10337743060853,,,,,6.0,-0.9417402003007418,0.7182885753968874,5.0,-1.2588206774279236,-0.9351826397483448,0,2,52,4257
9,6,00:21:32,38785.0,5,4,An Se Young,2,挑球,0,1,2.0,2,784.0,484.0,1.0,5,258.58582744479713,748.630693205973,,,,,8.0,0.7144382497075901,-0.5355045291237198,8.0,-0.27807542776791583,0.9013025737955065,0,2,52,4257
9,7,00:21:34,38826.0,5,4,Akane YAMAGUCHI,2,長球,0,0,1.0,5,828.0,639.0,1.0,4,255.3843506151576,188.85727690937915,,,,,9.0,0.6701575508963781,1.52747053109956,8.0,0.18100596530746038,-0.7158725352085424,0,2,52,4257
9,8,00:21:35,38856.0,5,4,An Se Young,2,長球,0,0,1.0,4,772.0,392.0,1.0,9,108.43393898463178,760.6374015315437,,,,,8.0,0.6117962036280089,-1.1833285308948487,8.0,0.33457088655544,1.2263740937083885,0,2,52,4257
9,9,00:21:36,38897.0,5,4,Akane YAMAGUCHI,2,切球,0,0,1.0,9,482.0,646.0,2.0,5,62.48192448845183,323.29193027644243,,,,,8.0,-0.5057200794886454,1.3540449929565839,8.0,-0.008490157279192922,-1.0047212042664329,0,2,52,4257
9,10,00:21:37,38916.0,5,4,An Se Young,2,網前球,0,0,2.0,5,434.0,439.0,2.0,2,66.62783464335787,534.2118206129746,,,,,8.0,-0.7463875709499305,-0.8320734725505119,8.0,-0.40048512521394675,1.299977636190351,0,2,52,4257
9,11,00:21:38,38947.0,5,4,Akane YAMAGUCHI,2,網前球,0,1,2.0,2,418.0,526.0,2.0,1,70.95663403865014,452.66939435484613,,,,,2.0,-1.1168813580991646,0.6237335536514254,8.0,-0.6469373749575763,-0.774686264324246,0,2,52,4257
9,12,00:21:39,38971.0,5,4,An Se Young,2,挑球,0,0,2.0,1,436.0,490.0,1.0,3,260.1219187689915,760.1842067205179,,,,,1.0,-1.1486816028148548,-0.4063539563694019,8.0,-0.8155449466938259,0.6974959960259248,0,2,52,4257
