batch 0: Pandas(Index=0, rally_id=2, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.066525905759233, player_location_y=0.8842830930602202, opponent_location_x=-0.3679183993593016, opponent_location_y=-0.8490659150160242, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=2, roundscore_B=1)
batch 5683: Pandas(Index=5683, rally_id=1656, player=6, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.2426108900114752, player_location_y=-0.7595862322298276, opponent_location_x=-0.294319016183544, opponent_location_y=0.8966749447726166, ball_round=13, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5684: Pandas(Index=5684, rally_id=1656, player=8, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.8187253823104983, player_location_y=0.600244993281447, opponent_location_x=0.4156104362424929, opponent_location_y=-0.8110672896970375, ball_round=14, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5685: Pandas(Index=5685, rally_id=1656, player=6, type=2, player_location_area=6.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.971203592675088, player_location_y=-1.320908734695803, opponent_location_x=0.7006894324817288, opponent_location_y=1.0102959629736354, ball_round=15, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5686: Pandas(Index=5686, rally_id=1656, player=8, type=4, player_location_area=4.0, opponent_location_area=8.0, hit_area=4, player_location_x=1.3545935471473394, player_location_y=1.5782419374264502, opponent_location_x=0.4153886749747597, opponent_location_y=-1.1796388092459933, ball_round=16, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5687: Pandas(Index=5687, rally_id=1656, player=6, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.7986766890797348, player_location_y=-0.7832971101580419, opponent_location_x=0.7219690501107059, opponent_location_y=1.2495675805352164, ball_round=17, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5688: Pandas(Index=5688, rally_id=1656, player=8, type=7, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.9278448522425288, player_location_y=1.0428153504299835, opponent_location_x=-0.7505010296967924, opponent_location_y=-0.936308581431692, ball_round=18, set=1, match_id=20, getpoint_player=nan, roundscore_A=19, roundscore_B=13)
batch 5689: Pandas(Index=5689, rally_id=1656, player=6, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6140711678873632, player_location_y=-0.5673613890782662, opponent_location_x=-0.3568753242087578, opponent_location_y=1.0119317216669397, ball_round=19, set=1, match_id=20, getpoint_player='A', roundscore_A=19, roundscore_B=13)
batch 5690: Pandas(Index=5690, rally_id=1660, player=8, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.1658524731806983, player_location_y=-0.7722030275292916, opponent_location_x=0.4933424470016557, opponent_location_y=1.0406327153529429, ball_round=1, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5691: Pandas(Index=5691, rally_id=1660, player=6, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.1725688559414327, player_location_y=0.5582502973039922, opponent_location_x=-0.2519527728050419, opponent_location_y=-0.9634907960738776, ball_round=2, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5692: Pandas(Index=5692, rally_id=1660, player=8, type=6, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=-1.105321575660671, player_location_y=-1.4458391562036492, opponent_location_x=-0.1157031236110936, opponent_location_y=0.8963911770870711, ball_round=3, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5693: Pandas(Index=5693, rally_id=1660, player=6, type=5, player_location_area=8.0, opponent_location_area=3.0, hit_area=8, player_location_x=-0.0610163202548668, player_location_y=1.0190037791198314, opponent_location_x=-0.9986870702422838, opponent_location_y=-1.4314708494036157, ball_round=4, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5694: Pandas(Index=5694, rally_id=1660, player=8, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.615954336860084, player_location_y=-0.6243638543995926, opponent_location_x=-0.2511837810096379, opponent_location_y=0.9354633937156556, ball_round=5, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5695: Pandas(Index=5695, rally_id=1660, player=6, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.7858727323449366, player_location_y=0.5858030480944686, opponent_location_x=-0.509238164161214, opponent_location_y=-0.9629075842545164, ball_round=6, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5696: Pandas(Index=5696, rally_id=1660, player=8, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.6457851680333357, player_location_y=-1.4063521938223058, opponent_location_x=0.260012952243325, opponent_location_y=0.9882762840766794, ball_round=7, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5697: Pandas(Index=5697, rally_id=1660, player=6, type=7, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9877546519132228, player_location_y=0.7750889544716996, opponent_location_x=0.2517955266601395, opponent_location_y=-1.1109904460418198, ball_round=8, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5698: Pandas(Index=5698, rally_id=1660, player=8, type=8, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9596185182666528, player_location_y=-0.5680945415268477, opponent_location_x=0.4280076726085662, opponent_location_y=0.8403032866411747, ball_round=9, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5699: Pandas(Index=5699, rally_id=1660, player=6, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.5097088597994558, player_location_y=1.3608544460785794, opponent_location_x=-0.2107665311529523, opponent_location_y=-0.9245602164987105, ball_round=10, set=2, match_id=20, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 5700: Pandas(Index=5700, rally_id=1660, player=8, type=5, player_location_area=8.0, opponent_location_area=5.0, hit_area=5, player_location_x=-0.4926695582718205, player_location_y=-1.095746404345891, opponent_location_x=-0.9654219543842332, opponent_location_y=1.4279135835547632, ball_round=11, set=2, match_id=20, getpoint_player='B', roundscore_A=0, roundscore_B=1)
batch 5701: Pandas(Index=5701, rally_id=1672, player=6, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0758588051649605, player_location_y=0.8648941503734632, opponent_location_x=0.5347026935644075, opponent_location_y=-0.991504770378581, ball_round=1, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5702: Pandas(Index=5702, rally_id=1672, player=8, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6268266811671095, player_location_y=-0.4738219517452862, opponent_location_x=0.0929058930218689, opponent_location_y=0.7602742683936157, ball_round=2, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5703: Pandas(Index=5703, rally_id=1672, player=6, type=8, player_location_area=7.0, opponent_location_area=7.0, hit_area=2, player_location_x=0.8310457658200097, player_location_y=0.2674709913103743, opponent_location_x=0.4224656923382701, opponent_location_y=-0.484967580359154, ball_round=3, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5704: Pandas(Index=5704, rally_id=1672, player=8, type=4, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=-1.1754343489392234, player_location_y=-1.175908306561559, opponent_location_x=-0.1196061679801745, opponent_location_y=1.2992013794957096, ball_round=4, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5705: Pandas(Index=5705, rally_id=1672, player=6, type=5, player_location_area=8.0, opponent_location_area=5.0, hit_area=8, player_location_x=-0.0844613950479024, player_location_y=1.3467816871510394, opponent_location_x=-1.521537574232103, opponent_location_y=-1.3577979713726744, ball_round=5, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5706: Pandas(Index=5706, rally_id=1672, player=8, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.0276824164596693, player_location_y=-0.6256247843906161, opponent_location_x=-0.0781054462325379, opponent_location_y=1.1079877217457437, ball_round=6, set=2, match_id=20, getpoint_player=nan, roundscore_A=5, roundscore_B=8)
batch 5707: Pandas(Index=5707, rally_id=1672, player=6, type=9, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.6884920061521923, player_location_y=1.3678182776354983, opponent_location_x=-0.466824774011685, opponent_location_y=-1.015614174172968, ball_round=7, set=2, match_id=20, getpoint_player='B', roundscore_A=5, roundscore_B=8)
batch 5708: Pandas(Index=5708, rally_id=1681, player=8, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.1529639374008907, player_location_y=-0.7722313434863439, opponent_location_x=0.501957643048441, opponent_location_y=1.0629426988156514, ball_round=1, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5709: Pandas(Index=5709, rally_id=1681, player=6, type=8, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.3512472097115722, player_location_y=0.6772231492449041, opponent_location_x=-0.1782706293335249, opponent_location_y=-0.75972729503547, ball_round=2, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5710: Pandas(Index=5710, rally_id=1681, player=8, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.4639086757876744, player_location_y=-1.1638384319954775, opponent_location_x=0.058076189217219, opponent_location_y=0.9194891087413156, ball_round=3, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5711: Pandas(Index=5711, rally_id=1681, player=6, type=5, player_location_area=8.0, opponent_location_area=3.0, hit_area=5, player_location_x=0.1142392890433773, player_location_y=1.056112833039263, opponent_location_x=-0.906246800451417, opponent_location_y=-1.5351479201299536, ball_round=4, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5712: Pandas(Index=5712, rally_id=1681, player=8, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.4686818267473552, player_location_y=-0.6007245123190886, opponent_location_x=-0.1071805083153954, opponent_location_y=0.9888472684641632, ball_round=5, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5713: Pandas(Index=5713, rally_id=1681, player=6, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.0234671705646753, player_location_y=0.9810409070686285, opponent_location_x=-0.5344485289878353, opponent_location_y=-0.7095430595689255, ball_round=6, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5714: Pandas(Index=5714, rally_id=1681, player=8, type=8, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=-1.0202164989402436, player_location_y=-0.7084867869838473, opponent_location_x=-0.3836687173118363, opponent_location_y=0.9279390566888585, ball_round=7, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5715: Pandas(Index=5715, rally_id=1681, player=6, type=4, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.896999152110787, player_location_y=1.1671150156009666, opponent_location_x=-0.6811109820913547, opponent_location_y=-0.833886846761961, ball_round=8, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5716: Pandas(Index=5716, rally_id=1681, player=8, type=5, player_location_area=8.0, opponent_location_area=5.0, hit_area=5, player_location_x=-0.76508593295102, player_location_y=-1.135793827375562, opponent_location_x=-0.912874060606032, opponent_location_y=1.159962315072633, ball_round=9, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5717: Pandas(Index=5717, rally_id=1681, player=6, type=3, player_location_area=1.0, opponent_location_area=5.0, hit_area=1, player_location_x=-0.8981788451349632, player_location_y=0.5514013198167778, opponent_location_x=-1.031135967713932, opponent_location_y=-1.2596116627280736, ball_round=10, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5718: Pandas(Index=5718, rally_id=1681, player=8, type=5, player_location_area=8.0, opponent_location_area=7.0, hit_area=8, player_location_x=-0.6340019053804422, player_location_y=-1.0284893290992192, opponent_location_x=-0.5611334108085982, opponent_location_y=0.6366511101013218, ball_round=11, set=2, match_id=20, getpoint_player=nan, roundscore_A=12, roundscore_B=10)
batch 5719: Pandas(Index=5719, rally_id=1681, player=6, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.0941553333746759, player_location_y=1.0187641976060824, opponent_location_x=0.1508183471020909, opponent_location_y=-1.0435909298850583, ball_round=12, set=2, match_id=20, getpoint_player='B', roundscore_A=12, roundscore_B=10)
batch 5720: Pandas(Index=5720, rally_id=1685, player=8, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.1465196240954265, player_location_y=-0.772245501564648, opponent_location_x=0.50286538603412, opponent_location_y=1.0480770455498092, ball_round=1, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5721: Pandas(Index=5721, rally_id=1685, player=6, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.2846393572296544, player_location_y=0.5925768343664171, opponent_location_x=-0.2094054509129514, opponent_location_y=-0.734877986789671, ball_round=2, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5722: Pandas(Index=5722, rally_id=1685, player=8, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.3013221375537543, player_location_y=-0.4259517046696415, opponent_location_x=-0.027957143601232, opponent_location_y=0.719425378270957, ball_round=3, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5723: Pandas(Index=5723, rally_id=1685, player=6, type=4, player_location_area=5.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.9990176227879528, player_location_y=1.4475926255333835, opponent_location_x=-0.4743503698692841, opponent_location_y=-0.936931933731394, ball_round=4, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5724: Pandas(Index=5724, rally_id=1685, player=8, type=5, player_location_area=8.0, opponent_location_area=5.0, hit_area=6, player_location_x=-0.1071644598426412, player_location_y=-0.9769104249170272, opponent_location_x=-1.0595797541249063, opponent_location_y=1.447676699322452, ball_round=5, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5725: Pandas(Index=5725, rally_id=1685, player=6, type=7, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.950225221555465, player_location_y=0.6594414450307143, opponent_location_x=0.39263631713008, opponent_location_y=-0.900103192107243, ball_round=6, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5726: Pandas(Index=5726, rally_id=1685, player=8, type=8, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=1.006028185873535, player_location_y=-0.3719792486509495, opponent_location_x=0.4905737001666973, opponent_location_y=0.7350522054818693, ball_round=7, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5727: Pandas(Index=5727, rally_id=1685, player=6, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.6673181155324376, player_location_y=1.453647592193392, opponent_location_x=-0.2222730206508975, opponent_location_y=-1.042734441802862, ball_round=8, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5728: Pandas(Index=5728, rally_id=1685, player=8, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.5184428742756221, player_location_y=-1.0822137309449975, opponent_location_x=-0.8521253695538777, opponent_location_y=1.4343146481722158, ball_round=9, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5729: Pandas(Index=5729, rally_id=1685, player=6, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.8134134329463676, player_location_y=0.7014648217799634, opponent_location_x=-0.1591311121107576, opponent_location_y=-0.9506516345025998, ball_round=10, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5730: Pandas(Index=5730, rally_id=1685, player=8, type=3, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9927815575015352, player_location_y=-0.4172283704589414, opponent_location_x=0.4739246281519422, opponent_location_y=0.8481774120622868, ball_round=11, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5731: Pandas(Index=5731, rally_id=1685, player=6, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.9113373588398186, player_location_y=1.553810241360237, opponent_location_x=0.3320588442819183, opponent_location_y=-0.836135972888953, ball_round=12, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5732: Pandas(Index=5732, rally_id=1685, player=8, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.8015147847503005, player_location_y=-0.5559387174276175, opponent_location_x=0.4478357199452353, opponent_location_y=1.3256999220150183, ball_round=13, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5733: Pandas(Index=5733, rally_id=1685, player=6, type=3, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9231130966650424, player_location_y=0.7507433593381178, opponent_location_x=0.3649216930541615, opponent_location_y=-0.8488952127200905, ball_round=14, set=2, match_id=20, getpoint_player=nan, roundscore_A=14, roundscore_B=12)
batch 5734: Pandas(Index=5734, rally_id=1685, player=8, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.7582425801250343, player_location_y=-1.235872863445561, opponent_location_x=0.5206370012157284, opponent_location_y=1.1578219984001723, ball_round=15, set=2, match_id=20, getpoint_player='B', roundscore_A=14, roundscore_B=12)
batch 5735: Pandas(Index=5735, rally_id=1689, player=6, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0879662333964786, player_location_y=0.8088644783610365, opponent_location_x=-0.5740897335540964, opponent_location_y=-0.9497129846088144, ball_round=1, set=2, match_id=20, getpoint_player=nan, roundscore_A=16, roundscore_B=14)
batch 5736: Pandas(Index=5736, rally_id=1689, player=8, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.7258874088182743, player_location_y=-1.081734473175438, opponent_location_x=0.124191395547514, opponent_location_y=1.085679984224963, ball_round=2, set=2, match_id=20, getpoint_player='A', roundscore_A=16, roundscore_B=14)
batch 5737: Pandas(Index=5737, rally_id=1703, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0241827185262663, player_location_y=0.9179065193189656, opponent_location_x=0.6828031550526955, opponent_location_y=-1.1342203881280697, ball_round=1, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5738: Pandas(Index=5738, rally_id=1703, player=11, type=2, player_location_area=4.0, opponent_location_area=8.0, hit_area=4, player_location_x=1.1386845993589878, player_location_y=-1.4806941800739033, opponent_location_x=0.3551755379353848, opponent_location_y=1.1160807113391569, ball_round=2, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5739: Pandas(Index=5739, rally_id=1703, player=10, type=2, player_location_area=5.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.9574773174291006, player_location_y=1.5013430973393216, opponent_location_x=0.2720521845354422, opponent_location_y=-1.0298527696239723, ball_round=3, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5740: Pandas(Index=5740, rally_id=1703, player=11, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.663069581180579, player_location_y=-1.298435480961332, opponent_location_x=0.6110848978939555, opponent_location_y=1.3819929241837208, ball_round=4, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5741: Pandas(Index=5741, rally_id=1703, player=10, type=7, player_location_area=5.0, opponent_location_area=9.0, hit_area=5, player_location_x=1.13440438032182, player_location_y=1.149229938935493, opponent_location_x=0.9005372058558303, opponent_location_y=-1.4100140584679466, ball_round=5, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5742: Pandas(Index=5742, rally_id=1703, player=11, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.706578450690464, player_location_y=-0.4677284713199376, opponent_location_x=0.2614220321761433, opponent_location_y=0.9591743595445, ball_round=6, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5743: Pandas(Index=5743, rally_id=1703, player=10, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.7610121247534201, player_location_y=0.3842968974242566, opponent_location_x=-0.6271789507034097, opponent_location_y=-0.6442143651978149, ball_round=7, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5744: Pandas(Index=5744, rally_id=1703, player=11, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.945994737318436, player_location_y=-1.476283577651298, opponent_location_x=-0.3926175843332751, opponent_location_y=0.7508341968853731, ball_round=8, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=4)
batch 5745: Pandas(Index=5745, rally_id=1703, player=10, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.6541871461137104, player_location_y=0.766811436157214, opponent_location_x=-0.6157227761368409, opponent_location_y=-1.2079673709998646, ball_round=9, set=1, match_id=21, getpoint_player='B', roundscore_A=1, roundscore_B=4)
batch 5746: Pandas(Index=5746, rally_id=1705, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0186208468857806, player_location_y=0.8607820039441668, opponent_location_x=0.6962557300767727, opponent_location_y=-1.107363388657513, ball_round=1, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5747: Pandas(Index=5747, rally_id=1705, player=11, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.907089308523364, player_location_y=-1.569459462963792, opponent_location_x=0.2818282803813079, opponent_location_y=1.054033535045691, ball_round=2, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5748: Pandas(Index=5748, rally_id=1705, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.6373027083923622, player_location_y=0.8171803071353944, opponent_location_x=0.2883771170332421, opponent_location_y=-1.0693402748114378, ball_round=3, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5749: Pandas(Index=5749, rally_id=1705, player=11, type=7, player_location_area=1.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.9556934487050552, player_location_y=-0.4000499775438104, opponent_location_x=-0.4695158385477096, opponent_location_y=0.8755979862656206, ball_round=4, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5750: Pandas(Index=5750, rally_id=1705, player=10, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.857339163600058, player_location_y=0.4396425382709073, opponent_location_x=-0.6290146849621909, opponent_location_y=-0.668355606026798, ball_round=5, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5751: Pandas(Index=5751, rally_id=1705, player=11, type=8, player_location_area=1.0, opponent_location_area=7.0, hit_area=1, player_location_x=-0.9901422728653144, player_location_y=-0.2770037834141729, opponent_location_x=-0.6228245782686146, opponent_location_y=0.422052809641429, ball_round=6, set=1, match_id=21, getpoint_player=nan, roundscore_A=1, roundscore_B=6)
batch 5752: Pandas(Index=5752, rally_id=1705, player=10, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.7966699554403261, player_location_y=1.1175952597490422, opponent_location_x=-0.0169518827646331, opponent_location_y=-0.991949690481429, ball_round=7, set=1, match_id=21, getpoint_player='B', roundscore_A=1, roundscore_B=6)
batch 5753: Pandas(Index=5753, rally_id=1707, player=11, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0681031329442846, player_location_y=-0.826040961103995, opponent_location_x=0.5702558478278318, opponent_location_y=1.039413501709727, ball_round=1, set=1, match_id=21, getpoint_player=nan, roundscore_A=2, roundscore_B=7)
batch 5754: Pandas(Index=5754, rally_id=1707, player=10, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.3891748052252947, player_location_y=0.6504974471078491, opponent_location_x=-0.0307190393458436, opponent_location_y=-0.8008546093254211, ball_round=2, set=1, match_id=21, getpoint_player=nan, roundscore_A=2, roundscore_B=7)
batch 5755: Pandas(Index=5755, rally_id=1707, player=11, type=9, player_location_area=5.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.8683889236282716, player_location_y=-1.3336209244802142, opponent_location_x=-0.1625779633333185, opponent_location_y=0.8848726215040088, ball_round=3, set=1, match_id=21, getpoint_player=nan, roundscore_A=2, roundscore_B=7)
batch 5756: Pandas(Index=5756, rally_id=1707, player=10, type=7, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.9100778963050026, player_location_y=0.72341888693625, opponent_location_x=-0.4003784234812415, opponent_location_y=-1.0857786253940382, ball_round=4, set=1, match_id=21, getpoint_player=nan, roundscore_A=2, roundscore_B=7)
batch 5757: Pandas(Index=5757, rally_id=1707, player=11, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.6780695804216174, player_location_y=-0.4618066141321864, opponent_location_x=-0.08436665383558, opponent_location_y=0.8933141536006778, ball_round=5, set=1, match_id=21, getpoint_player='B', roundscore_A=2, roundscore_B=7)
batch 5758: Pandas(Index=5758, rally_id=1715, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0658033044594153, player_location_y=0.9339201175023016, opponent_location_x=0.7078625582367599, opponent_location_y=-1.161055953392913, ball_round=1, set=1, match_id=21, getpoint_player=nan, roundscore_A=7, roundscore_B=10)
batch 5759: Pandas(Index=5759, rally_id=1715, player=11, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.0362225917306932, player_location_y=-1.4427647912106372, opponent_location_x=0.5690602186035236, opponent_location_y=1.0550283966290632, ball_round=2, set=1, match_id=21, getpoint_player=nan, roundscore_A=7, roundscore_B=10)
batch 5760: Pandas(Index=5760, rally_id=1715, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.5327815667306228, player_location_y=1.0704526154973475, opponent_location_x=0.1934214798656369, opponent_location_y=-1.3285878026535731, ball_round=3, set=1, match_id=21, getpoint_player=nan, roundscore_A=7, roundscore_B=10)
batch 5761: Pandas(Index=5761, rally_id=1715, player=11, type=8, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.917102233540276, player_location_y=-0.6374635358566282, opponent_location_x=0.4001560873362415, opponent_location_y=0.9194069737247664, ball_round=4, set=1, match_id=21, getpoint_player=nan, roundscore_A=7, roundscore_B=10)
